0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;666;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;13;1;12;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;777;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;14;0;0;7;8;11;1;999;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;2;11;11;1;9;0;7;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;15;0;0;7;0;0;7;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;13;11;9;0;0;999;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
