0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;14;13;17;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;27;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;8;0;0;11;0;20;21;22;26;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;7;9;10;1;18;19;0;23;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;6;0;0;2;0;0;0;24;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;5;4;3;0;0;0;25;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
